id,first_name,last_name,email,gender,absence_days,extracurricular_activities,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,Full Name,Overall Percentage,Grade,Rank,Strongest Subject,Weakest Subject
1135,Rebecca,Clark,rebecca.clark.1135@gslingacademy.com,female,3,False,87,99,70,81,62,90,91,Rebecca Clark,82.85714285714286,B,709,History,Biology
1136,Andrew,Sanders,andrew.sanders.1136@gslingacademy.com,male,6,False,89,90,96,97,87,84,63,Andrew Sanders,86.57142857142857,B,333,Chemistry,Geography
1137,Julia,Day,julia.day.1137@gslingacademy.com,female,1,False,77,98,67,67,80,90,66,Julia Day,77.85714285714286,C,1432,History,Geography
1138,Amber,Levy,amber.levy.1138@gslingacademy.com,female,6,False,57,71,51,59,84,74,68,Amber Levy,66.28571428571429,D,1975,Biology,Physics
1139,Nicole,Daniel,nicole.daniel.1139@gslingacademy.com,female,0,False,88,93,91,92,53,65,88,Nicole Daniel,81.42857142857143,B,937,History,Biology
1140,Sarah,Wells,sarah.wells.1140@gslingacademy.com,female,3,False,56,75,78,82,98,99,81,Sarah Wells,81.28571428571429,B,957,English,Math
1141,Laura,Stone,laura.stone.1141@gslingacademy.com,female,1,False,94,79,64,79,96,98,93,Laura Stone,86.14285714285714,B,370,English,Physics
1142,Katherine,Glenn,katherine.glenn.1142@gslingacademy.com,female,3,False,57,71,76,59,58,84,73,Katherine Glenn,68.28571428571429,D,1940,English,Math
1143,Catherine,Mccall,catherine.mccall.1143@gslingacademy.com,female,4,False,81,86,68,65,87,78,82,Catherine Mccall,78.14285714285714,C,1388,Biology,Chemistry
1144,Tammy,Andrews,tammy.andrews.1144@gslingacademy.com,female,2,False,96,83,64,84,98,79,99,Tammy Andrews,86.14285714285714,B,370,Geography,Physics
1145,Kathryn,Powell,kathryn.powell.1145@gslingacademy.com,female,8,False,97,66,76,80,81,82,64,Kathryn Powell,78.0,C,1411,Math,Geography
1146,Michael,Lutz,michael.lutz.1146@gslingacademy.com,male,3,False,86,76,92,86,75,67,79,Michael Lutz,80.14285714285714,B,1120,Physics,English
1147,Brian,Myers,brian.myers.1147@gslingacademy.com,male,4,False,94,74,95,82,100,63,97,Brian Myers,86.42857142857143,B,344,Biology,English
1148,Maria,Adams,maria.adams.1148@gslingacademy.com,female,2,True,88,83,94,80,97,95,78,Maria Adams,87.85714285714286,B,251,Biology,Geography
1149,Ronnie,Nguyen,ronnie.nguyen.1149@gslingacademy.com,male,3,False,84,74,74,67,72,99,65,Ronnie Nguyen,76.42857142857143,C,1578,English,Geography
1150,Daniel,Stephens,daniel.stephens.1150@gslingacademy.com,male,1,False,85,82,88,62,71,71,75,Daniel Stephens,76.28571428571429,C,1595,Physics,Chemistry
1151,Brandon,Oliver,brandon.oliver.1151@gslingacademy.com,male,2,True,78,89,95,71,68,71,69,Brandon Oliver,77.28571428571429,C,1493,Physics,Biology
1152,David,Vazquez,david.vazquez.1152@gslingacademy.com,male,2,False,86,66,77,74,84,72,95,David Vazquez,79.14285714285714,C,1264,Geography,History
1153,Desiree,Moore,desiree.moore.1153@gslingacademy.com,female,1,False,99,98,80,83,89,68,61,Desiree Moore,82.57142857142857,B,752,Math,Geography
1154,Jessica,Turner,jessica.turner.1154@gslingacademy.com,female,0,False,67,64,99,84,100,81,78,Jessica Turner,81.85714285714286,B,864,Biology,History
1155,Scott,Bishop,scott.bishop.1155@gslingacademy.com,male,6,False,84,94,60,83,97,75,97,Scott Bishop,84.28571428571429,B,531,Biology,Physics
1156,Cassandra,Flores,cassandra.flores.1156@gslingacademy.com,female,3,True,72,62,96,95,97,71,83,Cassandra Flores,82.28571428571429,B,789,Biology,History
1157,Miguel,Hernandez,miguel.hernandez.1157@gslingacademy.com,male,1,False,74,88,99,92,93,85,81,Miguel Hernandez,87.42857142857143,B,283,Physics,Math
1158,Brittany,Welch,brittany.welch.1158@gslingacademy.com,female,5,False,74,74,83,52,70,87,95,Brittany Welch,76.42857142857143,C,1578,Geography,Chemistry
1159,Robert,Ross,robert.ross.1159@gslingacademy.com,male,3,False,91,92,64,69,82,94,61,Robert Ross,79.0,C,1284,English,Geography
1160,Jennifer,White,jennifer.white.1160@gslingacademy.com,female,5,False,77,66,94,77,49,83,64,Jennifer White,72.85714285714286,C,1828,Physics,Biology
1161,Rebecca,Smith,rebecca.smith.1161@gslingacademy.com,female,7,False,87,90,91,60,95,67,62,Rebecca Smith,78.85714285714286,C,1306,Biology,Chemistry
1162,Jessica,Ferrell,jessica.ferrell.1162@gslingacademy.com,female,1,True,60,70,61,63,61,71,73,Jessica Ferrell,65.57142857142857,D,1981,Geography,Math
1163,Jeremy,Montgomery,jeremy.montgomery.1163@gslingacademy.com,male,1,True,92,84,86,80,73,97,88,Jeremy Montgomery,85.71428571428571,B,406,English,Biology
1164,Angel,Gilbert,angel.gilbert.1164@gslingacademy.com,female,9,False,71,89,63,50,63,64,69,Angel Gilbert,67.0,D,1963,History,Chemistry
1165,Rebecca,Roman,rebecca.roman.1165@gslingacademy.com,female,1,False,62,100,91,75,99,76,78,Rebecca Roman,83.0,B,688,History,Math
1166,Frank,Lopez,frank.lopez.1166@gslingacademy.com,male,0,False,100,85,81,91,75,64,83,Frank Lopez,82.71428571428571,B,730,Math,English
1167,Thomas,Hernandez,thomas.hernandez.1167@gslingacademy.com,male,5,True,94,65,100,77,66,96,68,Thomas Hernandez,80.85714285714286,B,1019,Physics,History
1168,Crystal,Miller,crystal.miller.1168@gslingacademy.com,female,4,False,98,80,66,94,86,72,86,Crystal Miller,83.14285714285714,B,670,Math,Physics
1169,Nicholas,Wallace,nicholas.wallace.1169@gslingacademy.com,male,3,False,94,81,88,81,71,92,73,Nicholas Wallace,82.85714285714286,B,709,Math,Biology
1170,Arthur,Brown,arthur.brown.1170@gslingacademy.com,male,3,False,92,69,93,67,79,84,69,Arthur Brown,79.0,C,1284,Physics,Chemistry
1171,Corey,Monroe,corey.monroe.1171@gslingacademy.com,male,5,True,50,87,93,84,86,73,74,Corey Monroe,78.14285714285714,C,1388,Physics,Math
1172,Angel,Green,angel.green.1172@gslingacademy.com,female,7,False,99,98,94,96,95,88,92,Angel Green,94.57142857142857,A,13,Math,English
1173,Tina,Anderson,tina.anderson.1173@gslingacademy.com,female,3,False,70,68,89,60,79,85,66,Tina Anderson,73.85714285714286,C,1781,Physics,Chemistry
1174,Rebecca,Khan,rebecca.khan.1174@gslingacademy.com,female,6,False,92,93,86,61,78,80,62,Rebecca Khan,78.85714285714286,C,1306,History,Chemistry
1175,Terry,Dean,terry.dean.1175@gslingacademy.com,male,1,False,82,70,86,66,97,93,91,Terry Dean,83.57142857142857,B,615,Biology,Chemistry
1176,Tyler,Martin,tyler.martin.1176@gslingacademy.com,male,7,True,83,73,82,62,92,68,76,Tyler Martin,76.57142857142857,C,1567,Biology,Chemistry
1177,Derrick,Hartman,derrick.hartman.1177@gslingacademy.com,male,1,False,84,85,64,74,79,92,64,Derrick Hartman,77.42857142857143,C,1478,English,Physics
1178,Mark,Stevens,mark.stevens.1178@gslingacademy.com,male,0,False,60,71,91,83,93,88,97,Mark Stevens,83.28571428571429,B,655,Geography,Math
1179,Scott,Tate,scott.tate.1179@gslingacademy.com,male,3,False,67,60,99,60,82,81,63,Scott Tate,73.14285714285714,C,1815,Physics,History
1180,Melissa,Deleon,melissa.deleon.1180@gslingacademy.com,female,3,False,96,92,93,91,88,90,88,Melissa Deleon,91.14285714285714,A,110,Math,Biology
1181,Nicole,Newman,nicole.newman.1181@gslingacademy.com,female,4,False,97,63,61,77,74,94,61,Nicole Newman,75.28571428571429,C,1683,Math,Physics
1182,Brent,Burton,brent.burton.1182@gslingacademy.com,male,1,False,89,62,79,60,93,77,73,Brent Burton,76.14285714285714,C,1613,Biology,Chemistry
1183,Victor,Bright,victor.bright.1183@gslingacademy.com,male,0,False,68,95,62,65,70,65,64,Victor Bright,69.85714285714286,D,1914,History,Physics
1184,Kenneth,Turner,kenneth.turner.1184@gslingacademy.com,male,9,True,82,85,94,75,97,98,76,Kenneth Turner,86.71428571428571,B,325,English,Chemistry
1185,Lisa,Bailey,lisa.bailey.1185@gslingacademy.com,female,3,True,85,78,99,81,60,83,75,Lisa Bailey,80.14285714285714,B,1120,Physics,Biology
1186,Nancy,Fowler,nancy.fowler.1186@gslingacademy.com,female,3,True,86,66,84,86,74,91,66,Nancy Fowler,79.0,C,1284,English,History
1187,Gabriel,Wilson,gabriel.wilson.1187@gslingacademy.com,male,2,False,87,86,89,94,93,91,88,Gabriel Wilson,89.71428571428571,B,164,Chemistry,History
1188,Andrea,Barrett,andrea.barrett.1188@gslingacademy.com,female,7,False,98,81,58,78,91,74,75,Andrea Barrett,79.28571428571429,C,1245,Math,Physics
1189,Jessica,Williams,jessica.williams.1189@gslingacademy.com,female,9,True,91,94,75,86,84,67,97,Jessica Williams,84.85714285714286,B,479,Geography,English
1190,Hector,Cox,hector.cox.1190@gslingacademy.com,male,1,False,100,90,89,91,86,75,72,Hector Cox,86.14285714285714,B,370,Math,Geography
1191,Michelle,Mendoza,michelle.mendoza.1191@gslingacademy.com,female,1,False,50,60,70,75,100,62,100,Michelle Mendoza,73.85714285714286,C,1781,Biology,Math
1192,Adam,Wallace,adam.wallace.1192@gslingacademy.com,male,3,False,75,92,70,62,87,87,98,Adam Wallace,81.57142857142857,B,915,Geography,Chemistry
1193,Kelly,Harris,kelly.harris.1193@gslingacademy.com,female,7,False,86,62,81,63,92,75,79,Kelly Harris,76.85714285714286,C,1537,Biology,History
1194,Anthony,Clark,anthony.clark.1194@gslingacademy.com,male,3,False,80,66,67,72,78,99,67,Anthony Clark,75.57142857142857,C,1664,English,History
1195,Randall,Wyatt,randall.wyatt.1195@gslingacademy.com,male,7,False,56,66,92,74,79,80,68,Randall Wyatt,73.57142857142857,C,1798,Physics,Math
1196,Ryan,Sutton,ryan.sutton.1196@gslingacademy.com,male,1,False,91,72,85,78,92,82,85,Ryan Sutton,83.57142857142857,B,615,Biology,History
1197,Rick,Garcia,rick.garcia.1197@gslingacademy.com,male,1,True,94,65,90,79,97,76,75,Rick Garcia,82.28571428571429,B,789,Biology,History
1198,Frank,Schmitt,frank.schmitt.1198@gslingacademy.com,male,7,False,81,82,99,86,88,60,89,Frank Schmitt,83.57142857142857,B,615,Physics,English
1199,Alan,Mcgrath,alan.mcgrath.1199@gslingacademy.com,male,2,False,94,82,91,94,100,99,69,Alan Mcgrath,89.85714285714286,B,162,Biology,Geography
1200,Lauren,Gomez,lauren.gomez.1200@gslingacademy.com,female,3,False,99,89,93,87,86,90,96,Lauren Gomez,91.42857142857143,A,98,Math,Biology
1201,Katherine,Taylor,katherine.taylor.1201@gslingacademy.com,female,0,False,88,83,62,88,100,83,84,Katherine Taylor,84.0,B,565,Biology,Physics
1202,Ashley,York,ashley.york.1202@gslingacademy.com,female,6,False,79,74,68,82,65,73,89,Ashley York,75.71428571428571,C,1646,Geography,Biology
1203,Charles,Rangel,charles.rangel.1203@gslingacademy.com,male,4,False,49,85,70,90,79,71,67,Charles Rangel,73.0,C,1823,Chemistry,Math
1204,Brooke,Burnett,brooke.burnett.1204@gslingacademy.com,female,5,False,97,99,67,87,66,68,67,Brooke Burnett,78.71428571428571,C,1317,History,Biology
1205,Ronald,Lane,ronald.lane.1205@gslingacademy.com,male,3,False,96,70,82,71,99,90,65,Ronald Lane,81.85714285714286,B,864,Biology,Geography
1206,Emma,Andrews,emma.andrews.1206@gslingacademy.com,female,2,False,89,71,75,65,74,93,90,Emma Andrews,79.57142857142857,C,1200,English,Chemistry
1207,Nancy,Esparza,nancy.esparza.1207@gslingacademy.com,female,2,False,94,90,77,65,83,79,96,Nancy Esparza,83.42857142857143,B,635,Geography,Chemistry
1208,Sean,Erickson,sean.erickson.1208@gslingacademy.com,male,1,False,62,73,95,68,61,60,68,Sean Erickson,69.57142857142857,D,1922,Physics,English
1209,Heather,Davis,heather.davis.1209@gslingacademy.com,female,2,True,68,94,92,77,79,88,74,Heather Davis,81.71428571428571,B,890,History,Math
1210,Kimberly,Bailey,kimberly.bailey.1210@gslingacademy.com,female,2,False,58,66,99,98,69,65,78,Kimberly Bailey,76.14285714285714,C,1613,Physics,Math
1211,Tracy,Garcia,tracy.garcia.1211@gslingacademy.com,female,5,False,92,77,75,84,74,82,78,Tracy Garcia,80.28571428571429,B,1099,Math,Biology
1212,Brenda,Rhodes,brenda.rhodes.1212@gslingacademy.com,female,5,False,90,78,86,83,98,71,84,Brenda Rhodes,84.28571428571429,B,531,Biology,English
1213,Sarah,Brooks,sarah.brooks.1213@gslingacademy.com,female,2,False,84,67,89,96,88,60,88,Sarah Brooks,81.71428571428571,B,890,Chemistry,English
1214,Jennifer,Beck,jennifer.beck.1214@gslingacademy.com,female,10,True,81,85,50,53,55,91,78,Jennifer Beck,70.42857142857143,C,1903,English,Physics
1215,Allison,Bond,allison.bond.1215@gslingacademy.com,female,3,False,87,89,94,82,81,98,88,Allison Bond,88.42857142857143,B,221,English,Biology
1216,Jessica,Smith,jessica.smith.1216@gslingacademy.com,female,3,False,88,75,83,74,76,72,61,Jessica Smith,75.57142857142857,C,1664,Math,Geography
1217,Carol,Nguyen,carol.nguyen.1217@gslingacademy.com,female,3,True,76,83,100,96,65,98,97,Carol Nguyen,87.85714285714286,B,251,Physics,Biology
1218,George,Francis,george.francis.1218@gslingacademy.com,male,5,True,60,66,65,90,61,96,74,George Francis,73.14285714285714,C,1815,English,Math
1219,Michelle,Dixon,michelle.dixon.1219@gslingacademy.com,female,1,False,85,64,98,68,70,63,77,Michelle Dixon,75.0,C,1704,Physics,English
1220,Linda,George,linda.george.1220@gslingacademy.com,female,9,False,73,88,57,93,85,85,77,Linda George,79.71428571428571,C,1178,Chemistry,Physics
1221,Larry,Bruce,larry.bruce.1221@gslingacademy.com,male,5,False,99,81,80,89,75,83,93,Larry Bruce,85.71428571428571,B,406,Math,Biology
1222,Charles,Myers,charles.myers.1222@gslingacademy.com,male,4,False,95,57,77,81,83,57,70,Charles Myers,74.28571428571429,C,1753,Math,History
1223,Matthew,Boyd,matthew.boyd.1223@gslingacademy.com,male,4,True,92,90,92,78,59,68,96,Matthew Boyd,82.14285714285714,B,807,Geography,Biology
1224,Ronald,Brewer,ronald.brewer.1224@gslingacademy.com,male,2,True,100,94,76,60,95,90,66,Ronald Brewer,83.0,B,688,Math,Chemistry
1225,Kimberly,Mcgee,kimberly.mcgee.1225@gslingacademy.com,female,3,False,89,67,98,94,89,60,95,Kimberly Mcgee,84.57142857142857,B,505,Physics,English
1226,Jill,Anderson,jill.anderson.1226@gslingacademy.com,female,1,True,94,66,68,94,62,76,77,Jill Anderson,76.71428571428571,C,1553,Math,Biology
1227,David,Coffey,david.coffey.1227@gslingacademy.com,male,6,False,89,64,78,85,68,84,99,David Coffey,81.0,B,994,Geography,History
1228,Brittany,Henderson,brittany.henderson.1228@gslingacademy.com,female,9,True,74,79,82,51,67,65,82,Brittany Henderson,71.42857142857143,C,1875,Physics,Chemistry
1229,Holly,Richardson,holly.richardson.1229@gslingacademy.com,female,2,False,95,82,70,81,94,93,69,Holly Richardson,83.42857142857143,B,635,Math,Geography
1230,Justin,Brooks,justin.brooks.1230@gslingacademy.com,male,7,False,93,74,98,100,62,83,87,Justin Brooks,85.28571428571429,B,446,Chemistry,Biology
1231,Joan,Frederick,joan.frederick.1231@gslingacademy.com,female,4,False,94,91,98,94,88,97,94,Joan Frederick,93.71428571428571,A,28,Physics,Biology
1232,Loretta,Webb,loretta.webb.1232@gslingacademy.com,female,4,False,85,80,84,96,45,84,90,Loretta Webb,80.57142857142857,B,1056,Chemistry,Biology
1233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,female,5,False,94,98,74,94,35,95,80,Toni Zimmerman,81.42857142857143,B,937,History,Biology
1234,Jaime,Houston,jaime.houston.1234@gslingacademy.com,female,1,False,95,88,85,66,70,72,97,Jaime Houston,81.85714285714286,B,864,Geography,Chemistry
1235,Jacqueline,Goodman,jacqueline.goodman.1235@gslingacademy.com,female,2,True,97,82,100,69,64,73,88,Jacqueline Goodman,81.85714285714286,B,864,Physics,Biology
1236,Brian,Crawford,brian.crawford.1236@gslingacademy.com,male,0,False,100,83,67,77,88,76,84,Brian Crawford,82.14285714285714,B,807,Math,Physics
1237,John,Reynolds,john.reynolds.1237@gslingacademy.com,male,4,False,99,65,97,89,87,72,86,John Reynolds,85.0,B,465,Math,History
1238,Heather,Marsh,heather.marsh.1238@gslingacademy.com,female,0,False,97,67,79,76,76,66,97,Heather Marsh,79.71428571428571,C,1178,Math,English
1239,Dawn,Flores,dawn.flores.1239@gslingacademy.com,female,10,True,53,98,66,80,82,89,85,Dawn Flores,79.0,C,1284,History,Math
1240,Christie,Lane,christie.lane.1240@gslingacademy.com,female,3,False,99,85,98,91,86,97,85,Christie Lane,91.57142857142857,A,94,Math,History
1241,Traci,Johnson,traci.johnson.1241@gslingacademy.com,female,5,False,99,89,88,94,99,89,92,Traci Johnson,92.85714285714286,A,56,Math,Physics
1242,Robert,Hartman,robert.hartman.1242@gslingacademy.com,male,3,False,79,83,78,89,83,79,76,Robert Hartman,81.0,B,994,Chemistry,Geography
1243,Christopher,Porter,christopher.porter.1243@gslingacademy.com,male,6,True,94,95,75,73,51,89,77,Christopher Porter,79.14285714285714,C,1264,History,Biology
1244,Phillip,Lynch,phillip.lynch.1244@gslingacademy.com,male,6,True,97,73,92,64,66,96,65,Phillip Lynch,79.0,C,1284,Math,Chemistry
1245,Matthew,Green,matthew.green.1245@gslingacademy.com,male,3,True,87,70,65,64,30,72,68,Matthew Green,65.14285714285714,D,1987,Math,Biology
1246,Jesse,Johnson,jesse.johnson.1246@gslingacademy.com,male,7,False,82,82,87,92,64,70,72,Jesse Johnson,78.42857142857143,C,1355,Chemistry,Biology
1247,Donna,Andrews,donna.andrews.1247@gslingacademy.com,female,1,False,94,98,96,88,96,61,80,Donna Andrews,87.57142857142857,B,271,History,English
1248,Timothy,Hall,timothy.hall.1248@gslingacademy.com,male,1,False,99,85,97,72,79,92,82,Timothy Hall,86.57142857142857,B,333,Math,Chemistry
1249,Amy,Hicks,amy.hicks.1249@gslingacademy.com,female,1,False,68,83,74,87,71,86,82,Amy Hicks,78.71428571428571,C,1317,Chemistry,Math
1250,Susan,Wall,susan.wall.1250@gslingacademy.com,female,10,False,67,82,81,83,57,59,91,Susan Wall,74.28571428571429,C,1753,Geography,Biology
1251,David,Fields,david.fields.1251@gslingacademy.com,male,4,True,92,65,81,79,84,85,74,David Fields,80.0,B,1134,Math,History
1252,Terri,Lyons,terri.lyons.1252@gslingacademy.com,female,3,True,69,77,82,93,92,90,71,Terri Lyons,82.0,B,832,Chemistry,Math
1253,Eric,Jones,eric.jones.1253@gslingacademy.com,male,1,False,92,98,61,99,77,72,75,Eric Jones,82.0,B,832,Chemistry,Physics
1254,Betty,Nguyen,betty.nguyen.1254@gslingacademy.com,female,6,False,90,64,90,75,64,96,71,Betty Nguyen,78.57142857142857,C,1338,English,History
1255,Albert,Anderson,albert.anderson.1255@gslingacademy.com,male,1,False,91,92,73,97,61,63,71,Albert Anderson,78.28571428571429,C,1374,Chemistry,Biology
1256,Katrina,Montgomery,katrina.montgomery.1256@gslingacademy.com,female,5,False,65,67,91,81,97,99,75,Katrina Montgomery,82.14285714285714,B,807,English,Math
1257,Samantha,Cole,samantha.cole.1257@gslingacademy.com,female,2,False,98,80,70,60,88,65,92,Samantha Cole,79.0,C,1284,Math,Chemistry
1258,Kathleen,Potts,kathleen.potts.1258@gslingacademy.com,female,6,True,70,89,78,87,87,62,85,Kathleen Potts,79.71428571428571,C,1178,History,English
1259,Melissa,Edwards,melissa.edwards.1259@gslingacademy.com,female,2,False,97,97,90,69,75,68,70,Melissa Edwards,80.85714285714286,B,1019,Math,English
1260,Mark,Delgado,mark.delgado.1260@gslingacademy.com,male,1,False,80,71,89,81,75,81,63,Mark Delgado,77.14285714285714,C,1513,Physics,Geography
1261,Derek,Bates,derek.bates.1261@gslingacademy.com,male,2,False,70,75,79,77,65,92,78,Derek Bates,76.57142857142857,C,1567,English,Biology
1262,Ryan,Ruiz,ryan.ruiz.1262@gslingacademy.com,male,3,True,96,79,92,85,95,69,65,Ryan Ruiz,83.0,B,688,Math,Geography
1263,Charles,Gill,charles.gill.1263@gslingacademy.com,male,1,False,99,62,65,67,97,73,96,Charles Gill,79.85714285714286,C,1155,Math,History
1264,Amanda,Edwards,amanda.edwards.1264@gslingacademy.com,female,3,True,76,72,97,65,87,93,84,Amanda Edwards,82.0,B,832,Physics,Chemistry
1265,Emily,Waters,emily.waters.1265@gslingacademy.com,female,4,True,86,68,98,87,61,78,96,Emily Waters,82.0,B,832,Physics,Biology
1266,John,Stevenson,john.stevenson.1266@gslingacademy.com,male,5,False,98,100,100,81,73,75,99,John Stevenson,89.42857142857143,B,179,History,Biology
1267,Kevin,Hoffman,kevin.hoffman.1267@gslingacademy.com,male,3,False,88,74,88,92,83,71,89,Kevin Hoffman,83.57142857142857,B,615,Chemistry,English
1268,Joseph,Mcconnell,joseph.mcconnell.1268@gslingacademy.com,male,8,False,89,65,71,96,65,63,100,Joseph Mcconnell,78.42857142857143,C,1355,Geography,English
1269,Jessica,Smith,jessica.smith.1269@gslingacademy.com,female,1,False,88,100,89,87,76,89,85,Jessica Smith,87.71428571428571,B,260,History,Biology
1270,Shannon,Martinez,shannon.martinez.1270@gslingacademy.com,female,4,False,78,73,89,86,69,84,97,Shannon Martinez,82.28571428571429,B,789,Geography,Biology
